id_duration
0,9999999
0,35,3,8,1,30,6,134,6,9999999
0,9999999
1,38,6,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
6,183,1,1,3,9999999
0,9999999
6,9999999
0,21,6,9999999
0,9999999
0,9999999
0,9999999
1,28,4,9999999
3,9999999
0,9999999
1,1,3,66,1,9999999
1,1,3,9999999
3,9999999
0,9999999
0,1,2,9999999
1,2,1,1,3,9999999
1,9999999
1,8,4,23,6,9999999
0,9999999
0,9999999
0,9999999
0,9999999
1,9999999
1,9999999
1,1,3,9999999
0,9999999
0,9999999
0,9999999
0,9999999
1,6,3,47,1,9999999
0,9999999
0,1,2,9999999
0,45,6,9999999
0,9999999
0,9999999
1,9999999
1,9999999
1,34,6,9999999
0,9999999
0,9999999
0,9999999
1,9999999
0,9999999
0,15,9,9999999
0,19,6,9999999
0,9999999
7,9999999
0,9999999
1,9999999
1,1,3,9999999
3,231,4,9999999
2,176,1,9999999
0,9999999
0,9,6,9999999
0,9999999
0,9999999
1,109,6,9999999
0,9999999
1,9999999
0,9999999
0,9999999
4,189,0,9999999
1,9999999
7,9999999
0,9999999
1,1,3,9999999
0,9999999
2,9999999
1,1,3,9999999
0,9999999
1,9999999
0,1,3,9999999
0,20,6,9999999
6,60,7,9999999
0,93,6,9999999
0,9999999
0,9999999
0,9999999
3,9999999
0,156,0,9999999
0,9999999
2,9999999
1,30,2,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,28,6,9999999
0,9999999
0,138,0,9999999
0,9999999
0,9999999
1,16,6,9999999
1,9999999
2,9999999
1,76,6,9999999
3,9999999
0,9999999
0,28,6,9999999
1,43,6,9999999
3,9999999
1,9999999
0,9999999
1,1,3,9999999
1,55,6,42,6,31,6,9999999
0,9999999
1,1,3,40,4,9999999
0,9999999
0,9999999
2,137,5,9999999
0,1,3,9999999
0,9999999
1,9999999
0,9999999
0,9999999
1,9999999
0,48,2,9999999
0,9999999
0,9999999
0,9999999
5,9999999
0,9999999
0,17,6,9999999
0,9999999
0,9999999
6,9999999
0,48,6,9999999
5,9999999
0,9999999
0,9999999
0,9999999
2,9999999
1,5,6,9999999
0,43,6,9999999
3,2,4,9999999
6,9999999
1,9999999
0,9999999
0,9999999
0,216,6,9999999
1,59,6,9999999
3,9999999
3,9999999
0,9999999
0,9999999
0,9999999
6,9999999
1,37,5,9999999
1,9999999
1,9999999
0,9999999
0,9999999
0,9999999
9,12,0,9999999
0,9999999
0,9999999
0,9999999
1,9999999
0,9999999
0,96,4,223,4,9999999
0,57,3,9999999
1,13,6,9999999
0,9999999
0,203,1,7,1,9999999
1,9999999
0,9999999
1,9999999
0,9999999
6,72,1,9999999
1,20,6,9999999
6,9999999
1,1,3,9999999
0,9999999
4,9999999
1,9999999
1,9999999
0,1,3,9999999
1,9999999
1,43,6,9999999
1,9999999
0,9999999
0,37,6,9999999
0,58,6,9999999
1,32,6,9999999
0,9999999
1,14,7,219,6,9999999
3,9999999
0,9999999
1,1,3,230,7,88,6,9999999
1,1,3,55,4,9999999
1,1,3,9999999
0,9999999
3,71,6,146,7,9999999
1,9999999
1,310,4,9999999
7,185,6,9999999
5,9999999
1,9999999
0,9999999
1,9999999
0,1,2,9999999
0,15,0,9999999
0,9999999
0,38,1,15,1,278,1,9999999
0,1,3,59,6,9999999
0,40,6,9999999
0,9999999
0,9999999
1,1,3,9999999
6,9999999
6,179,0,9999999
1,19,6,9999999
1,9,1,9999999
0,35,6,9999999
9,63,0,9999999
0,9999999
2,13,5,9999999
0,66,5,54,6,9999999
0,9999999
0,9999999
1,1,3,9999999
1,9999999
0,9999999
1,23,6,9999999
0,9999999
1,1,3,276,6,9999999
1,232,7,9999999
0,9,6,9999999
1,4,9,236,3,9999999
0,9999999
1,9999999
1,2,9,9999999
6,9999999
0,54,5,9999999
0,13,5,9999999
0,9999999
0,9999999
5,9999999
0,9999999
5,9999999
2,85,5,9999999
0,9999999
0,9999999
0,9999999
1,9999999
1,9999999
1,9999999
1,9999999
1,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
1,29,6,9999999
0,86,0,60,0,9999999
1,9999999
1,9999999
3,9999999
1,9999999
3,9999999
2,333,0,9999999
0,9999999
1,426,4,9999999
0,9999999
4,9999999
2,170,5,9999999
5,9999999
0,14,6,9999999
0,150,6,9999999
0,9999999
0,9999999
0,1,3,404,6,4,4,9999999
0,1,3,118,4,9999999
3,9999999
1,9999999
1,9999999
0,9999999
4,9999999
0,10,6,9999999
1,130,3,9999999
0,9999999
0,9999999
5,9999999
0,9999999
5,9999999
1,9999999
0,9999999
1,1,3,9999999
0,7,5,9999999
0,9999999
0,9999999
1,9999999
0,9999999
9,50,3,9999999
0,9999999
0,45,6,96,3,9999999
0,3,7,9999999
0,9999999
0,9999999
0,9999999
0,9999999
6,9999999
2,156,5,9999999
5,9999999
5,9999999
0,13,8,22,0,9999999
0,9999999
0,9999999
7,9999999
0,9999999
1,12,3,9999999
2,9999999
0,193,3,9999999
0,193,3,9999999
0,193,3,9999999
0,193,3,9999999
0,194,3,9999999
1,23,6,9999999
0,9999999
4,9999999
0,2,0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
1,1,3,9999999
0,9999999
6,2,6,64,1,9,6,219,6,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
1,9999999
1,9999999
5,9999999
5,9999999
3,9999999
4,9999999
0,9999999
1,16,6,9999999
5,9999999
0,9999999
0,2,0,9999999
0,21,6,9999999
0,9,6,9999999
0,1,3,111,4,31,4,9999999
1,29,6,9999999
0,32,6,243,4,9999999
1,1,3,9999999
0,9999999
0,9999999
0,9999999
1,12,6,8,6,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
3,9999999
0,9999999
1,9999999
3,2,4,9999999
2,9999999
1,25,3,151,4,9999999
1,9999999
1,9999999
0,9999999
0,29,6,9999999
1,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
3,9999999
1,14,6,323,3,9999999
0,9999999
3,9999999
4,9999999
0,9999999
0,9999999
0,34,6,9999999
0,9999999
0,9999999
0,9999999
0,9999999
4,9,7,9999999
1,9999999
1,9999999
2,106,5,9999999
3,9999999
6,9999999
1,9999999
0,9999999
2,99,9,2,9,9999999
0,9999999
0,9999999
2,99,9,190,0,9999999
2,9999999
0,9999999
0,9999999
0,9999999
0,1,3,9999999
0,9999999
0,9999999
0,9999999
1,1,3,9999999
1,9999999
0,9999999
1,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
1,9999999
6,9999999
0,9999999
0,41,5,9999999
1,37,3,9999999
0,9999999
3,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,30,0,9999999
1,9999999
6,9999999
0,9999999
1,9999999
1,9999999
1,9999999
0,9999999
0,9999999
0,19,4,109,4,9999999
0,248,0,9999999
1,9999999
0,10,6,9999999
0,9999999
1,1,3,9999999
0,9999999
0,9999999
0,9999999
2,137,5,9999999
2,136,5,9999999
2,136,5,9999999
6,9999999
0,22,6,9999999
0,50,6,9999999
0,9999999
0,9999999
0,29,6,9999999
1,48,6,150,4,9999999
0,9999999
0,8,6,9999999
1,9999999
6,9999999
1,9999999
0,9999999
0,9999999
0,10,3,9999999
0,9999999
0,312,3,9999999
0,9999999
0,9999999
2,9999999
0,9999999
0,9999999
1,16,6,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
1,50,6,9999999
0,9999999
0,9999999
0,9999999
0,9999999
1,9999999
1,1,3,15,7,88,5,55,6,9999999
0,9999999
2,124,5,9999999
2,124,5,9999999
2,123,5,9999999
6,9999999
0,9999999
0,21,4,9999999
0,9999999
5,9999999
0,9999999
1,9,6,9999999
0,9999999
0,9999999
1,1,3,9999999
1,316,1,9999999
0,9999999
0,9999999
0,1,3,9999999
3,9999999
0,1,3,9999999
0,1,3,9999999
0,9999999
3,9999999
0,9999999
0,13,7,2,6,9999999
0,9999999
0,9999999
1,42,4,9999999
0,9999999
0,9999999
1,217,3,16,6,9999999
0,28,3,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,35,6,9999999
0,35,6,9999999
0,9999999
0,9999999
0,9999999
1,9999999
1,9999999
1,9999999
0,1,3,9999999
0,1,3,9999999
0,9999999
0,19,6,9999999
0,9999999
0,9999999
1,1,3,9999999
0,9999999
0,9999999
0,1,3,9999999
1,9999999
1,9999999
0,9999999
0,14,6,9999999
0,9999999
9,9999999
1,20,6,9999999
1,23,6,9999999
0,9999999
0,9999999
0,102,0,9999999
0,9999999
1,9999999
0,175,5,9999999
1,46,6,9999999
0,77,5,9999999
0,175,5,9999999
0,9999999
0,18,6,9999999
0,9999999
0,9999999
0,1,3,9999999
1,1,3,9999999
0,51,6,9999999
0,9999999
0,1,2,1,3,9999999
1,9999999
0,9999999
1,65,6,9999999
1,1,3,9999999
0,9999999
1,34,6,9999999
6,9999999
1,1,3,9999999
0,17,6,9999999
0,9999999
1,9999999
1,9999999
2,9999999
0,9999999
0,9999999
2,98,5,9999999
0,16,6,9999999
0,78,6,9999999
1,15,6,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,9999999
0,8,7,9999999
1,39,8,9999999
0,9999999
0,9999999
0,9999999
0,1,3,9999999
0,14,5,38,7,9999999
0,9999999
0,9999999
1,36,6,9999999
0,1,3,9999999
0,9999999
2,154,5,9999999
2,154,5,9999999
0,9999999
1,348,6,9999999
1,9999999
